eSituation_09,DiagnosisCodeDescr
L50.2,Urticaria due to cold and heat
L50.3,Dermatographic urticaria
L50.6,Contact urticaria
L50.8,Other urticaria
L50.9,"Urticaria, unspecified"
L51,Erythema multiforme
L51.1,Stevens-Johnson syndrome
L51.8,Other erythema multiforme
L53.9,"Erythematous condition, unspecified"
L54,Erythema in diseases classified elsewhere
L55,Sunburn
L55.0,Sunburn of first degree
L55.1,Sunburn of second degree
L55.2,Sunburn of third degree
L55.9,"Sunburn, unspecified"
L56.1,Drug photoallergic response
L56.9,"Acute skin change due to ultraviolet radiation, unspecified"
L60.0,Ingrowing nail
L65,Other nonscarring hair loss
L71,Rosacea
L74.513,"Primary focal hyperhidrosis, soles"
L74.9,"Eccrine sweat disorder, unspecified"
L75.9,"Apocrine sweat disorder, unspecified"
L76.1,Accidental puncture and laceration of skin and subcutaneous tissue during a procedure
L76.11,Accidental puncture and laceration of skin and subcutaneous tissue during a dermatologic procedure
L76.2,Postprocedural hemorrhage of skin and subcutaneous tissue following a procedure
L76.22,Postprocedural hemorrhage of skin and subcutaneous tissue following other procedure
L89,Pressure ulcer
L89.01,Pressure ulcer of right elbow
L89.02,Pressure ulcer of left elbow
L89.1,Pressure ulcer of back
L89.109,"Pressure ulcer of unspecified part of back, unspecified stage"
L89.11,Pressure ulcer of right upper back
L89.119,"Pressure ulcer of right upper back, unspecified stage"
L89.12,Pressure ulcer of left upper back
L89.154,"Pressure ulcer of sacral region, stage 4"
L89.159,"Pressure ulcer of sacral region, unspecified stage"
L89.2,Pressure ulcer of hip
L89.20,Pressure ulcer of unspecified hip
L89.209,"Pressure ulcer of unspecified hip, unspecified stage"
L89.21,Pressure ulcer of right hip
L89.22,Pressure ulcer of left hip
L89.3,Pressure ulcer of buttock
L89.30,Pressure ulcer of unspecified buttock
L89.300,"Pressure ulcer of unspecified buttock, unstageable"
L89.309,"Pressure ulcer of unspecified buttock, unspecified stage"
L89.31,Pressure ulcer of right buttock
L89.32,Pressure ulcer of left buttock
L89.322,"Pressure ulcer of left buttock, stage 2"
L89.4,"Pressure ulcer of contiguous site of back, buttock and hip"
L89.40,"Pressure ulcer of contiguous site of back, buttock and hip, unspecified stage"
L89.5,Pressure ulcer of ankle
L89.50,Pressure ulcer of unspecified ankle
L89.509,"Pressure ulcer of unspecified ankle, unspecified stage"
L89.51,Pressure ulcer of right ankle
L89.52,Pressure ulcer of left ankle
L89.6,Pressure ulcer of heel
L89.60,Pressure ulcer of unspecified heel
L89.609,"Pressure ulcer of unspecified heel, unspecified stage"
L89.61,Pressure ulcer of right heel
L89.62,Pressure ulcer of left heel
L89.816,Pressure-induced deep tissue damage of head
L89.89,Pressure ulcer of other site
L89.9,Pressure ulcer of unspecified site
L89.90,"Pressure ulcer of unspecified site, unspecified stage"
L94.2,Calcinosis cutis
L97.329,Non-pressure chronic ulcer of left ankle with unspecified severity
L97.422,Non-pressure chronic ulcer of left heel and midfoot with fat layer exposed
L97.519,Non-pressure chronic ulcer of other part of right foot with unspecified severity
L97.529,Non-pressure chronic ulcer of other part of left foot with unspecified severity
L97.909,Non-pressure chronic ulcer of unspecified part of unspecified lower leg with unspecified severity
L98.428,Non-pressure chronic ulcer of back with other specified severity
L98.49,Non-pressure chronic ulcer of skin of other sites
L98.499,Non-pressure chronic ulcer of skin of other sites with unspecified severity
L98.9,"Disorder of the skin and subcutaneous tissue, unspecified"
M01,Direct infections of joint in infectious and parasitic diseases classified elsewhere
M01.X52,Direct infection of left hip in infectious and parasitic diseases classified elsewhere
M01.X62,Direct infection of left knee in infectious and parasitic diseases classified elsewhere
M01.X69,Direct infection of unspecified knee in infectious and parasitic diseases classified elsewhere
M01.X7,Direct infection of ankle and foot in infectious and parasitic diseases classified elsewhere
M01.X71,Direct infection of right ankle and foot in infectious and parasitic diseases classified elsewhere
M05.59,Rheumatoid polyneuropathy with rheumatoid arthritis of multiple sites
M06.9,"Rheumatoid arthritis, unspecified"
M10,Gout
M10.0,Idiopathic gout
M10.00,"Idiopathic gout, unspecified site"
M10.36,"Gout due to renal impairment, knee"
M10.9,"Gout, unspecified"
M12.571,"Traumatic arthropathy, right ankle and foot"
M12.9,"Arthropathy, unspecified"
M17,Osteoarthritis of knee
M17.0,Bilateral primary osteoarthritis of knee
M19.90,"Unspecified osteoarthritis, unspecified site"
M1A,Chronic gout
M1A.0,Idiopathic chronic gout
M20,Acquired deformities of fingers and toes
M20.0,Deformity of finger(s)
M20.09,Other deformity of finger(s)
M20.6,"Acquired deformities of toe(s), unspecified"
M20.60,"Acquired deformities of toe(s), unspecified, unspecified foot"
M21,Other acquired deformities of limbs
M21.20,"Flexion deformity, unspecified site"
M21.212,"Flexion deformity, left shoulder"
M21.219,"Flexion deformity, unspecified shoulder"
M21.231,"Flexion deformity, right wrist"
M21.232,"Flexion deformity, left wrist"
M21.239,"Flexion deformity, unspecified wrist"
M21.241,"Flexion deformity, right finger joints"
M21.25,"Flexion deformity, hip"
M21.251,"Flexion deformity, right hip"
M21.252,"Flexion deformity, left hip"
M21.26,"Flexion deformity, knee"
M21.27,"Flexion deformity, ankle and toes"
M21.271,"Flexion deformity, right ankle and toes"
M21.279,"Flexion deformity, unspecified ankle and toes"
M21.6,Other acquired deformities of foot
M21.6X,Other acquired deformities of foot
M21.6X1,Other acquired deformities of right foot
M21.70,"Unequal limb length (acquired), unspecified site"
M21.8,Other specified acquired deformities of limbs
M21.80,Other specified acquired deformities of unspecified limb
M21.82,Other specified acquired deformities of upper arm
M21.821,Other specified acquired deformities of right upper arm
M21.83,Other specified acquired deformities of forearm
M21.831,Other specified acquired deformities of right forearm
M21.832,Other specified acquired deformities of left forearm
M21.85,Other specified acquired deformities of thigh
M21.86,Other specified acquired deformities of lower leg
M21.869,Other specified acquired deformities of unspecified lower leg
M21.9,Unspecified acquired deformity of limb and hand
M21.90,Unspecified acquired deformity of unspecified limb
M21.92,Unspecified acquired deformity of upper arm
M21.921,Unspecified acquired deformity of right upper arm
M21.922,Unspecified acquired deformity of left upper arm
M21.93,Unspecified acquired deformity of forearm
M21.931,Unspecified acquired deformity of right forearm
M21.932,Unspecified acquired deformity of left forearm
M21.939,Unspecified acquired deformity of unspecified forearm
M21.94,Unspecified acquired deformity of hand
M21.941,"Unspecified acquired deformity of hand, right hand"
M21.949,"Unspecified acquired deformity of hand, unspecified hand"
M21.951,Unspecified acquired deformity of right thigh
M21.96,Unspecified acquired deformity of lower leg
M21.961,Unspecified acquired deformity of right lower leg
M21.962,Unspecified acquired deformity of left lower leg
M21.969,Unspecified acquired deformity of unspecified lower leg
M22.0,Recurrent dislocation of patella
M22.00,"Recurrent dislocation of patella, unspecified knee"
M22.91,"Unspecified disorder of patella, right knee"
M23.51,"Chronic instability of knee, right knee"
M24.01,Loose body in shoulder
M24.071,Loose body in right ankle
M24.211,"Disorder of ligament, right shoulder"
M24.30,"Pathological dislocation of unspecified joint, not elsewhere classified"
M24.31,"Pathological dislocation of shoulder, not elsewhere classified"
M24.32,"Pathological dislocation of elbow, not elsewhere classified"
M24.35,"Pathological dislocation of hip, not elsewhere classified"
M24.39,"Pathological dislocation of other specified joint, not elsewhere classified"
M24.40,"Recurrent dislocation, unspecified joint"
M24.411,"Recurrent dislocation, right shoulder"
M24.451,"Recurrent dislocation, right hip"
M24.461,"Recurrent dislocation, right knee"
M24.471,"Recurrent dislocation, right ankle"
M24.49,"Recurrent dislocation, other specified joint"
M24.5,Contracture of joint
M24.50,"Contracture, unspecified joint"
M24.511,"Contracture, right shoulder"
M24.512,"Contracture, left shoulder"
M24.521,"Contracture, right elbow"
M24.522,"Contracture, left elbow"
M24.531,"Contracture, right wrist"
M24.541,"Contracture, right hand"
M24.542,"Contracture, left hand"
M24.551,"Contracture, right hip"
M24.552,"Contracture, left hip"
M24.561,"Contracture, right knee"
M24.562,"Contracture, left knee"
M24.571,"Contracture, right ankle"
M24.572,"Contracture, left ankle"
M24.575,"Contracture, left foot"
M24.576,"Contracture, unspecified foot"
M24.59,"Contracture, other specified joint"
M24.811,"Other specific joint derangements of right shoulder, not elsewhere classified"
M24.821,"Other specific joint derangements of right elbow, not elsewhere classified"
M24.822,"Other specific joint derangements of left elbow, not elsewhere classified"
M24.871,"Other specific joint derangements of right ankle, not elsewhere classified"
M25,"Other joint disorder, not elsewhere classified"
M25.062,"Hemarthrosis, left knee"
M25.071,"Hemarthrosis, right ankle"
M25.18,"Fistula, other specified site"
M25.3,Other instability of joint
M25.322,"Other instability, left elbow"
M25.331,"Other instability, right wrist"
M25.352,"Other instability, left hip"
M25.362,"Other instability, left knee"
M25.37,"Other instability, ankle and foot"
M25.371,"Other instability, right ankle"
M25.372,"Other instability, left ankle"
M25.411,"Effusion, right shoulder"
M25.412,"Effusion, left shoulder"
M25.421,"Effusion, right elbow"
M25.422,"Effusion, left elbow"
M25.431,"Effusion, right wrist"
M25.432,"Effusion, left wrist"
M25.441,"Effusion, right hand"
M25.442,"Effusion, left hand"
M25.449,"Effusion, unspecified hand"
M25.451,"Effusion, right hip"
M25.452,"Effusion, left hip"
M25.461,"Effusion, right knee"
M25.462,"Effusion, left knee"
M25.47,"Effusion, ankle and foot"
M25.471,"Effusion, right ankle"
M25.472,"Effusion, left ankle"
M25.48,"Effusion, other site"
M25.5,Pain in joint
M25.50,Pain in unspecified joint
M25.51,Pain in shoulder
M25.511,Pain in right shoulder
M25.512,Pain in left shoulder
M25.519,Pain in unspecified shoulder
M25.52,Pain in elbow
M25.521,Pain in right elbow
M25.522,Pain in left elbow
M25.529,Pain in unspecified elbow
M25.53,Pain in wrist
M25.531,Pain in right wrist
M25.532,Pain in left wrist
M25.539,Pain in unspecified wrist
M25.54,Pain in joints of hand
M25.541,Pain in joints of right hand
M25.542,Pain in joints of left hand
M25.549,Pain in joints of unspecified hand
M25.55,Pain in hip
M25.551,Pain in right hip
M25.552,Pain in left hip
M25.559,Pain in unspecified hip
M25.56,Pain in knee
M25.561,Pain in right knee
M25.562,Pain in left knee
M25.569,Pain in unspecified knee
M25.57,Pain in ankle and joints of foot
M25.571,Pain in right ankle and joints of right foot
M25.572,Pain in left ankle and joints of left foot
M25.579,Pain in unspecified ankle and joints of unspecified foot
M25.59,Pain in other specified joint
M25.6,"Stiffness of joint, not elsewhere classified"
M25.60,"Stiffness of unspecified joint, not elsewhere classified"
M25.619,"Stiffness of unspecified shoulder, not elsewhere classified"
M25.642,"Stiffness of left hand, not elsewhere classified"
M25.649,"Stiffness of unspecified hand, not elsewhere classified"
M25.651,"Stiffness of right hip, not elsewhere classified"
M25.652,"Stiffness of left hip, not elsewhere classified"
M25.659,"Stiffness of unspecified hip, not elsewhere classified"
M25.661,"Stiffness of right knee, not elsewhere classified"
M25.662,"Stiffness of left knee, not elsewhere classified"
M25.669,"Stiffness of unspecified knee, not elsewhere classified"
M25.673,"Stiffness of unspecified ankle, not elsewhere classified"
M25.676,"Stiffness of unspecified foot, not elsewhere classified"
M25.759,"Osteophyte, unspecified hip"
M25.85,"Other specified joint disorders, hip"
M26.09,Other specified anomalies of jaw size
M26.30,Unspecified anomaly of tooth position of fully erupted tooth or teeth
M26.51,Abnormal jaw closure
M32.10,"Systemic lupus erythematosus, organ or system involvement unspecified"
M32.8,Other forms of systemic lupus erythematosus
M41.20,"Other idiopathic scoliosis, site unspecified"
M43.6,Torticollis
M47.12,"Other spondylosis with myelopathy, cervical region"
M47.812,"Spondylosis without myelopathy or radiculopathy, cervical region"
M48.00,"Spinal stenosis, site unspecified"
M51.9,"Unspecified thoracic, thoracolumbar and lumbosacral intervertebral disc disorder"
M53.2,Spinal instabilities
M53.3,"Sacrococcygeal disorders, not elsewhere classified"
M54,Dorsalgia
M54.02,"Panniculitis affecting regions of neck and back, cervical region"
M54.09,"Panniculitis affecting regions, neck and back, multiple sites in spine"
M54.2,Cervicalgia
M54.3,Sciatica
M54.31,"Sciatica, right side"
M54.32,"Sciatica, left side"
M54.4,Lumbago with sciatica
M54.41,"Lumbago with sciatica, right side"
M54.5,Low back pain
M54.50,"Low back pain, unspecified"
M54.51,Vertebrogenic low back pain
M54.59,Other low back pain
M54.6,Pain in thoracic spine
M54.81,Occipital neuralgia
M54.89,Other dorsalgia
M54.9,"Dorsalgia, unspecified"
M60.003,"Infective myositis, unspecified right leg"
M60.071,"Infective myositis, left ankle"
M62.20,"Nontraumatic ischemic infarction of muscle, unspecified site"
M62.3,Immobility syndrome (paraplegic)
M62.4,Contracture of muscle
