eSituation_11,DiagnosisCodeDescr
M54.15,"Radiculopathy, thoracolumbar region"
M54.16,"Radiculopathy, lumbar region"
M54.2,Cervicalgia
M54.3,Sciatica
M54.30,"Sciatica, unspecified side"
M54.31,"Sciatica, right side"
M54.32,"Sciatica, left side"
M54.4,Lumbago with sciatica
M54.40,"Lumbago with sciatica, unspecified side"
M54.41,"Lumbago with sciatica, right side"
M54.42,"Lumbago with sciatica, left side"
M54.5,Low back pain
M54.50,"Low back pain, unspecified"
M54.51,Vertebrogenic low back pain
M54.59,Other low back pain
M54.6,Pain in thoracic spine
M54.8,Other dorsalgia
M54.81,Occipital neuralgia
M54.89,Other dorsalgia
M54.9,"Dorsalgia, unspecified"
M60.009,"Infective myositis, unspecified site"
M60.061,"Infective myositis, right lower leg"
M60.20,"Foreign body granuloma of soft tissue, not elsewhere classified, unspecified site"
M60.80,"Other myositis, unspecified site"
M60.9,"Myositis, unspecified"
M61.58,"Other ossification of muscle, other site"
M62.0,Separation of muscle (nontraumatic)
M62.10,"Other rupture of muscle (nontraumatic), unspecified site"
M62.20,"Nontraumatic ischemic infarction of muscle, unspecified site"
M62.261,"Nontraumatic ischemic infarction of muscle, right lower leg"
M62.262,"Nontraumatic ischemic infarction of muscle, left lower leg"
M62.269,"Nontraumatic ischemic infarction of muscle, unspecified lower leg"
M62.271,"Nontraumatic ischemic infarction of muscle, right ankle and foot"
M62.3,Immobility syndrome (paraplegic)
M62.4,Contracture of muscle
M62.40,"Contracture of muscle, unspecified site"
M62.42,"Contracture of muscle, upper arm"
M62.421,"Contracture of muscle, right upper arm"
M62.422,"Contracture of muscle, left upper arm"
M62.429,"Contracture of muscle, unspecified upper arm"
M62.441,"Contracture of muscle, right hand"
M62.442,"Contracture of muscle, left hand"
M62.452,"Contracture of muscle, left thigh"
M62.461,"Contracture of muscle, right lower leg"
M62.462,"Contracture of muscle, left lower leg"
M62.469,"Contracture of muscle, unspecified lower leg"
M62.471,"Contracture of muscle, right ankle and foot"
M62.479,"Contracture of muscle, unspecified ankle and foot"
M62.48,"Contracture of muscle, other site"
M62.49,"Contracture of muscle, multiple sites"
M62.5,"Muscle wasting and atrophy, not elsewhere classified"
M62.50,"Muscle wasting and atrophy, not elsewhere classified, unspecified site"
M62.58,"Muscle wasting and atrophy, not elsewhere classified, other site"
M62.59,"Muscle wasting and atrophy, not elsewhere classified, multiple sites"
M62.81,Muscle weakness (generalized)
M62.82,Rhabdomyolysis
M62.83,Muscle spasm
M62.830,Muscle spasm of back
M62.831,Muscle spasm of calf
M62.838,Other muscle spasm
M62.89,Other specified disorders of muscle
M62.9,"Disorder of muscle, unspecified"
M65.039,"Abscess of tendon sheath, unspecified forearm"
M65.041,"Abscess of tendon sheath, right hand"
M65.84,"Other synovitis and tenosynovitis, hand"
M65.849,"Other synovitis and tenosynovitis, unspecified hand"
M66.259,"Spontaneous rupture of extensor tendons, unspecified thigh"
M66.271,"Spontaneous rupture of extensor tendons, right ankle and foot"
M66.829,"Spontaneous rupture of other tendons, unspecified upper arm"
M70.31,"Other bursitis of elbow, right elbow"
M70.80,"Other soft tissue disorders related to use, overuse and pressure of unspecified site"
M70.851,"Other soft tissue disorders related to use, overuse and pressure, right thigh"
M70.90,"Unspecified soft tissue disorder related to use, overuse and pressure of unspecified site"
M71.019,"Abscess of bursa, unspecified shoulder"
M71.022,"Abscess of bursa, left elbow"
M71.052,"Abscess of bursa, left hip"
M71.059,"Abscess of bursa, unspecified hip"
M71.08,"Abscess of bursa, other site"
M71.161,"Other infective bursitis, right knee"
M71.162,"Other infective bursitis, left knee"
M71.20,"Synovial cyst of popliteal space [Baker], unspecified knee"
M71.38,"Other bursal cyst, other site"
M71.45,"Calcium deposit in bursa, hip"
M71.50,"Other bursitis, not elsewhere classified, unspecified site"
M72.6,Necrotizing fasciitis
M75.52,Bursitis of left shoulder
M75.80,"Other shoulder lesions, unspecified shoulder"
M76.50,"Patellar tendinitis, unspecified knee"
M79,"Other and unspecified soft tissue disorders, not elsewhere classified"
M79.0,"Rheumatism, unspecified"
M79.1,Myalgia
M79.10,"Myalgia, unspecified site"
M79.2,"Neuralgia and neuritis, unspecified"
M79.5,Residual foreign body in soft tissue
M79.6,"Pain in limb, hand, foot, fingers and toes"
M79.60,"Pain in limb, unspecified"
M79.601,Pain in right arm
M79.602,Pain in left arm
M79.603,"Pain in arm, unspecified"
M79.604,Pain in right leg
M79.605,Pain in left leg
M79.606,"Pain in leg, unspecified"
M79.609,Pain in unspecified limb
M79.62,Pain in upper arm
M79.621,Pain in right upper arm
M79.622,Pain in left upper arm
M79.629,Pain in unspecified upper arm
M79.63,Pain in forearm
M79.631,Pain in right forearm
M79.632,Pain in left forearm
M79.639,Pain in unspecified forearm
M79.64,Pain in hand and fingers
M79.641,Pain in right hand
M79.642,Pain in left hand
M79.643,Pain in unspecified hand
M79.644,Pain in right finger(s)
M79.645,Pain in left finger(s)
M79.646,Pain in unspecified finger(s)
M79.65,Pain in thigh
M79.651,Pain in right thigh
M79.652,Pain in left thigh
M79.659,Pain in unspecified thigh
M79.66,Pain in lower leg
M79.661,Pain in right lower leg
M79.662,Pain in left lower leg
M79.669,Pain in unspecified lower leg
M79.67,Pain in foot and toes
M79.671,Pain in right foot
M79.672,Pain in left foot
M79.673,Pain in unspecified foot
M79.674,Pain in right toe(s)
M79.675,Pain in left toe(s)
M79.676,Pain in unspecified toe(s)
M79.7,Fibromyalgia
M79.8,Other specified soft tissue disorders
M79.81,Nontraumatic hematoma of soft tissue
M79.89,Other specified soft tissue disorders
M79.9,"Soft tissue disorder, unspecified"
M79.A22,Nontraumatic compartment syndrome of left lower extremity
M79.A3,Nontraumatic compartment syndrome of abdomen
M80,Osteoporosis with current pathological fracture
M80.00XA,"Age-related osteoporosis with current pathological fracture, unspecified site, initial encounter for fracture"
M80.04,"Age-related osteoporosis with current pathological fracture, hand"
M80.05,"Age-related osteoporosis with current pathological fracture, femur"
M80.80XA,"Other osteoporosis with current pathological fracture, unspecified site, initial encounter for fracture"
M81.0,Age-related osteoporosis without current pathological fracture
M84,Disorder of continuity of bone
M84.3,Stress fracture
M84.30,"Stress fracture, unspecified site"
M84.319S,"Stress fracture, unspecified shoulder, sequela"
M84.321A,"Stress fracture, right humerus, initial encounter for fracture"
M84.322A,"Stress fracture, left humerus, initial encounter for fracture"
M84.322D,"Stress fracture, left humerus, subsequent encounter for fracture with routine healing"
M84.329A,"Stress fracture, unspecified humerus, initial encounter for fracture"
M84.329D,"Stress fracture, unspecified humerus, subsequent encounter for fracture with routine healing"
M84.331A,"Stress fracture, right ulna, initial encounter for fracture"
M84.332A,"Stress fracture, left ulna, initial encounter for fracture"
M84.339A,"Stress fracture, unspecified ulna and radius, initial encounter for fracture"
M84.339D,"Stress fracture, unspecified ulna and radius, subsequent encounter for fracture with routine healing"
M84.341S,"Stress fracture, right hand, sequela"
M84.342A,"Stress fracture, left hand, initial encounter for fracture"
M84.350A,"Stress fracture, pelvis, initial encounter for fracture"
M84.353A,"Stress fracture, unspecified femur, initial encounter for fracture"
M84.359,"Stress fracture, hip, unspecified"
M84.359A,"Stress fracture, hip, unspecified, initial encounter for fracture"
M84.359D,"Stress fracture, hip, unspecified, subsequent encounter for fracture with routine healing"
M84.359S,"Stress fracture, hip, unspecified, sequela"
M84.361A,"Stress fracture, right tibia, initial encounter for fracture"
M84.362A,"Stress fracture, left tibia, initial encounter for fracture"
M84.363A,"Stress fracture, right fibula, initial encounter for fracture"
M84.364A,"Stress fracture, left fibula, initial encounter for fracture"
M84.369A,"Stress fracture, unspecified tibia and fibula, initial encounter for fracture"
M84.369P,"Stress fracture, unspecified tibia and fibula, subsequent encounter for fracture with malunion"
M84.371A,"Stress fracture, right ankle, initial encounter for fracture"
M84.372A,"Stress fracture, left ankle, initial encounter for fracture"
M84.373A,"Stress fracture, unspecified ankle, initial encounter for fracture"
M84.40,"Pathological fracture, unspecified site"
M84.40XA,"Pathological fracture, unspecified site, initial encounter for fracture"
M84.421,"Pathological fracture, right humerus"
M84.422,"Pathological fracture, left humerus"
M84.45,"Pathological fracture, femur and pelvis"
M84.453A,"Pathological fracture, unspecified femur, initial encounter for fracture"
M84.454,"Pathological fracture, pelvis"
M84.459,"Pathological fracture, hip, unspecified"
M84.459A,"Pathological fracture, hip, unspecified, initial encounter for fracture"
M84.461,"Pathological fracture, right tibia"
M84.462,"Pathological fracture, left tibia"
M84.463,"Pathological fracture, right fibula"
M84.464,"Pathological fracture, left fibula"
M84.469A,"Pathological fracture, unspecified tibia and fibula, initial encounter for fracture"
M84.47,"Pathological fracture, ankle, foot and toes"
M84.471,"Pathological fracture, right ankle"
M84.471A,"Pathological fracture, right ankle, initial encounter for fracture"
M84.472,"Pathological fracture, left ankle"
M84.472A,"Pathological fracture, left ankle, initial encounter for fracture"
M84.473A,"Pathological fracture, unspecified ankle, initial encounter for fracture"
M84.48XA,"Pathological fracture, other site, initial encounter for fracture"
M84.573A,"Pathological fracture in neoplastic disease, unspecified ankle, initial encounter for fracture"
M84.639D,"Pathological fracture in other disease, unspecified ulna and radius, subsequent encounter for fracture with routine healing"
M84.852,"Other disorders of continuity of bone, left pelvic region and thigh"
M84.9,"Disorder of continuity of bone, unspecified"
M85.80,"Other specified disorders of bone density and structure, unspecified site"
M86,Osteomyelitis
M86.0,Acute hematogenous osteomyelitis
M86.00,"Acute hematogenous osteomyelitis, unspecified site"
M86.07,"Acute hematogenous osteomyelitis, ankle and foot"
M86.079,"Acute hematogenous osteomyelitis, unspecified ankle and foot"
M86.09,"Acute hematogenous osteomyelitis, multiple sites"
M86.10,"Other acute osteomyelitis, unspecified site"
M86.141,"Other acute osteomyelitis, right hand"
M86.172,"Other acute osteomyelitis, left ankle and foot"
M86.179,"Other acute osteomyelitis, unspecified ankle and foot"
M86.18,"Other acute osteomyelitis, other site"
M86.3,Chronic multifocal osteomyelitis
M86.59,"Other chronic hematogenous osteomyelitis, multiple sites"
M86.659,"Other chronic osteomyelitis, unspecified thigh"
M86.679,"Other chronic osteomyelitis, unspecified ankle and foot"
M86.8X3,"Other osteomyelitis, forearm"
M86.8X7,"Other osteomyelitis, ankle and foot"
M86.8X8,"Other osteomyelitis, other site"
M86.8X9,"Other osteomyelitis, unspecified sites"
M86.9,"Osteomyelitis, unspecified"
M87.00,Idiopathic aseptic necrosis of unspecified bone
M87.074,Idiopathic aseptic necrosis of right foot
M87.075,Idiopathic aseptic necrosis of left foot
M87.076,Idiopathic aseptic necrosis of unspecified foot
M87.078,Idiopathic aseptic necrosis of left toe(s)
M87.27,"Osteonecrosis due to previous trauma, ankle, foot and toes"
M87.39,"Other secondary osteonecrosis, multiple sites"
M87.9,"Osteonecrosis, unspecified"
M89.251,"Other disorders of bone development and growth, right femur"
M89.569,"Osteolysis, unspecified lower leg"
M89.8X9,"Other specified disorders of bone, unspecified site"
M89.9,"Disorder of bone, unspecified"
M91.41,"Coxa magna, right hip"
M91.42,"Coxa magna, left hip"
M94.0,Chondrocostal junction syndrome [Tietze]
M95.0,Acquired deformity of nose
M95.2,Other acquired deformity of head
M95.3,Acquired deformity of neck
M95.4,Acquired deformity of chest and rib
M95.5,Acquired deformity of pelvis
M95.8,Other specified acquired deformities of musculoskeletal system
M95.9,"Acquired deformity of musculoskeletal system, unspecified"
M96.661,"Fracture of femur following insertion of orthopedic implant, joint prosthesis, or bone plate, right leg"
M96.8,"Other intraoperative and postprocedural complications and disorders of musculoskeletal system, not elsewhere classified"
M96.810,Intraoperative hemorrhage and hematoma of a musculoskeletal structure complicating a musculoskeletal system procedure
M96.82,Accidental puncture and laceration of a musculoskeletal structure during a procedure
M96.83,Postprocedural hemorrhage of a musculoskeletal structure following a procedure
M96.830,Postprocedural hemorrhage of a musculoskeletal structure following a musculoskeletal system procedure
M97.02XD,"Periprosthetic fracture around internal prosthetic left hip joint, subsequent encounter"
M97.11XA,"Periprosthetic fracture around internal prosthetic right knee joint, initial encounter"
M99.18,Subluxation complex (vertebral) of rib cage
M99.48,Connective tissue stenosis of neural canal of rib cage
M99.80,Other biomechanical lesions of head region
M99.85,Other biomechanical lesions of pelvic region
M99.86,Other biomechanical lesions of lower extremity
M99.88,Other biomechanical lesions of rib cage
M99.89,Other biomechanical lesions of abdomen and other regions
N02,Recurrent and persistent hematuria
N02.9,Recurrent and persistent hematuria with unspecified morphologic changes
N04.9,Nephrotic syndrome with unspecified morphologic changes
N05.9,Unspecified nephritic syndrome with unspecified morphologic changes
N10,Acute pyelonephritis
N11.0,Nonobstructive reflux-associated chronic pyelonephritis
N11.1,Chronic obstructive pyelonephritis
N12,"Tubulo-interstitial nephritis, not specified as acute or chronic"
N13.0,Hydronephrosis with ureteropelvic junction obstruction
N13.1,"Hydronephrosis with ureteral stricture, not elsewhere classified"
N13.2,Hydronephrosis with renal and ureteral calculous obstruction
N13.30,Unspecified hydronephrosis
N13.39,Other hydronephrosis
N13.731,"Vesicoureteral-reflux with reflux nephropathy with hydroureter, unilateral"
N13.8,Other obstructive and reflux uropathy
