eSituation_10,DiagnosisCodeDescr
Q60.2,"Renal agenesis, unspecified"
Q63.0,Accessory kidney
Q66.91,"Congenital deformity of feet, unspecified, right foot"
Q66.92,"Congenital deformity of feet, unspecified, left foot"
Q89.9,"Congenital malformation, unspecified"
Q90.9,"Down syndrome, unspecified"
Q95.9,"Balanced rearrangement and structural marker, unspecified"
R00,Abnormalities of heart beat
R00.0,"Tachycardia, unspecified"
R00.1,"Bradycardia, unspecified"
R00.2,Palpitations
R00.8,Other abnormalities of heart beat
R00.9,Unspecified abnormalities of heart beat
R01,Cardiac murmurs and other cardiac sounds
R01.0,Benign and innocent cardiac murmurs
R01.1,"Cardiac murmur, unspecified"
R01.2,Other cardiac sounds
R03,"Abnormal blood-pressure reading, without diagnosis"
R03.0,"Elevated blood-pressure reading, without diagnosis of hypertension"
R03.1,Nonspecific low blood-pressure reading
R04,Hemorrhage from respiratory passages
R04.0,Epistaxis
R04.1,Hemorrhage from throat
R04.2,Hemoptysis
R04.8,Hemorrhage from other sites in respiratory passages
R04.89,Hemorrhage from other sites in respiratory passages
R04.9,"Hemorrhage from respiratory passages, unspecified"
R05,Cough
R05.1,Acute cough
R05.3,Chronic cough
R05.4,Cough syncope
R05.9,"Cough, unspecified"
R06,Abnormalities of breathing
R06.0,Dyspnea
R06.00,"Dyspnea, unspecified"
R06.01,Orthopnea
R06.02,Shortness of breath
R06.03,Acute respiratory distress
R06.09,Other forms of dyspnea
R06.1,Stridor
R06.2,Wheezing
R06.3,Periodic breathing
R06.4,Hyperventilation
R06.5,Mouth breathing
R06.6,Hiccough
R06.7,Sneezing
R06.8,Other abnormalities of breathing
R06.81,"Apnea, not elsewhere classified"
R06.82,"Tachypnea, not elsewhere classified"
R06.83,Snoring
R06.89,Other abnormalities of breathing
R06.9,Unspecified abnormalities of breathing
R07,Pain in throat and chest
R07.0,Pain in throat
R07.1,Chest pain on breathing
R07.2,Precordial pain
R07.8,Other chest pain
R07.81,Pleurodynia
R07.82,Intercostal pain
R07.89,Other chest pain
R07.9,"Chest pain, unspecified"
R09,Other symptoms and signs involving the circulatory and respiratory system
R09.0,Asphyxia and hypoxemia
R09.01,Asphyxia
R09.02,Hypoxemia
R09.1,Pleurisy
R09.2,Respiratory arrest
R09.3,Abnormal sputum
R09.8,Other specified symptoms and signs involving the circulatory and respiratory systems
R09.81,Nasal congestion
R09.82,Postnasal drip
R09.89,Other specified symptoms and signs involving the circulatory and respiratory systems
R10,Abdominal and pelvic pain
R10.0,Acute abdomen
R10.1,Pain localized to upper abdomen
R10.10,"Upper abdominal pain, unspecified"
R10.11,Right upper quadrant pain
R10.12,Left upper quadrant pain
R10.13,Epigastric pain
R10.2,Pelvic and perineal pain
R10.3,Pain localized to other parts of lower abdomen
R10.30,"Lower abdominal pain, unspecified"
R10.31,Right lower quadrant pain
R10.32,Left lower quadrant pain
R10.33,Periumbilical pain
R10.8,Other abdominal pain
R10.81,Abdominal tenderness
R10.811,Right upper quadrant abdominal tenderness
R10.812,Left upper quadrant abdominal tenderness
R10.813,Right lower quadrant abdominal tenderness
R10.814,Left lower quadrant abdominal tenderness
R10.815,Periumbilic abdominal tenderness
R10.816,Epigastric abdominal tenderness
R10.817,Generalized abdominal tenderness
R10.819,"Abdominal tenderness, unspecified site"
R10.82,Rebound abdominal tenderness
R10.827,Generalized rebound abdominal tenderness
R10.83,Colic
R10.84,Generalized abdominal pain
R10.9,Unspecified abdominal pain
R11,Nausea and vomiting
R11.0,Nausea
R11.1,Vomiting
R11.10,"Vomiting, unspecified"
R11.11,Vomiting without nausea
R11.12,Projectile vomiting
R11.13,Vomiting of fecal matter
R11.14,Bilious vomiting
R11.2,"Nausea with vomiting, unspecified"
R12,Heartburn
R13,Aphagia and dysphagia
R13.0,Aphagia
R13.1,Dysphagia
R13.10,"Dysphagia, unspecified"
R13.11,"Dysphagia, oral phase"
R13.19,Other dysphagia
R14,Flatulence and related conditions
R14.0,Abdominal distension (gaseous)
R14.1,Gas pain
R14.2,Eructation
R14.3,Flatulence
R15,Fecal incontinence
R15.0,Incomplete defecation
R15.2,Fecal urgency
R15.9,Full incontinence of feces
R16,"Hepatomegaly and splenomegaly, not elsewhere classified"
R16.0,"Hepatomegaly, not elsewhere classified"
R16.1,"Splenomegaly, not elsewhere classified"
R16.2,"Hepatomegaly with splenomegaly, not elsewhere classified"
R17,Unspecified jaundice
R18,Ascites
R18.0,Malignant ascites
R18.8,Other ascites
R19,Other symptoms and signs involving the digestive system and abdomen
R19.0,"Intra-abdominal and pelvic swelling, mass and lump"
R19.00,"Intra-abdominal and pelvic swelling, mass and lump, unspecified site"
R19.01,"Right upper quadrant abdominal swelling, mass and lump"
R19.02,"Left upper quadrant abdominal swelling, mass and lump"
R19.03,"Right lower quadrant abdominal swelling, mass and lump"
R19.04,"Left lower quadrant abdominal swelling, mass and lump"
R19.05,"Periumbilic swelling, mass or lump"
R19.06,"Epigastric swelling, mass or lump"
R19.07,"Generalized intra-abdominal and pelvic swelling, mass and lump"
R19.09,"Other intra-abdominal and pelvic swelling, mass and lump"
R19.1,Abnormal bowel sounds
R19.11,Absent bowel sounds
R19.12,Hyperactive bowel sounds
R19.15,Other abnormal bowel sounds
R19.2,Visible peristalsis
R19.3,Abdominal rigidity
R19.30,"Abdominal rigidity, unspecified site"
R19.31,Right upper quadrant abdominal rigidity
R19.32,Left upper quadrant abdominal rigidity
R19.33,Right lower quadrant abdominal rigidity
R19.34,Left lower quadrant abdominal rigidity
R19.35,Periumbilic abdominal rigidity
R19.36,Epigastric abdominal rigidity
R19.37,Generalized abdominal rigidity
R19.4,Change in bowel habit
R19.5,Other fecal abnormalities
R19.7,"Diarrhea, unspecified"
R19.8,Other specified symptoms and signs involving the digestive system and abdomen
R20,Disturbances of skin sensation
R20.0,Anesthesia of skin
R20.1,Hypoesthesia of skin
R20.2,Paresthesia of skin
R20.3,Hyperesthesia
R20.8,Other disturbances of skin sensation
R20.9,Unspecified disturbances of skin sensation
R21,Rash and other nonspecific skin eruption
R22,"Localized swelling, mass and lump of skin and subcutaneous tissue"
R22.0,"Localized swelling, mass and lump, head"
R22.1,"Localized swelling, mass and lump, neck"
R22.2,"Localized swelling, mass and lump, trunk"
R22.3,"Localized swelling, mass and lump, upper limb"
R22.30,"Localized swelling, mass and lump, unspecified upper limb"
R22.31,"Localized swelling, mass and lump, right upper limb"
R22.32,"Localized swelling, mass and lump, left upper limb"
R22.4,"Localized swelling, mass and lump, lower limb"
R22.40,"Localized swelling, mass and lump, unspecified lower limb"
R22.41,"Localized swelling, mass and lump, right lower limb"
R22.42,"Localized swelling, mass and lump, left lower limb"
R22.43,"Localized swelling, mass and lump, lower limb, bilateral"
R22.9,"Localized swelling, mass and lump, unspecified"
R23,Other skin changes
R23.0,Cyanosis
R23.1,Pallor
R23.2,Flushing
R23.3,Spontaneous ecchymoses
R23.4,Changes in skin texture
R23.8,Other skin changes
R23.9,Unspecified skin changes
R25,Abnormal involuntary movements
R25.0,Abnormal head movements
R25.1,"Tremor, unspecified"
R25.2,Cramp and spasm
R25.3,Fasciculation
R25.8,Other abnormal involuntary movements
R25.9,Unspecified abnormal involuntary movements
R26,Abnormalities of gait and mobility
R26.0,Ataxic gait
R26.1,Paralytic gait
R26.2,"Difficulty in walking, not elsewhere classified"
R26.81,Unsteadiness on feet
R26.89,Other abnormalities of gait and mobility
R26.9,Unspecified abnormalities of gait and mobility
R27,Other lack of coordination
R27.0,"Ataxia, unspecified"
R27.8,Other lack of coordination
R27.9,Unspecified lack of coordination
R29,Other symptoms and signs involving the nervous and musculoskeletal systems
R29.0,Tetany
R29.1,Meningismus
R29.2,Abnormal reflex
R29.3,Abnormal posture
R29.5,Transient paralysis
R29.6,Repeated falls
R29.7,National Institutes of Health Stroke Scale (NIHSS) score
R29.8,Other symptoms and signs involving the nervous and musculoskeletal systems
R29.81,Other symptoms and signs involving the nervous system
R29.810,Facial weakness
R29.818,Other symptoms and signs involving the nervous system
R29.89,Other symptoms and signs involving the musculoskeletal system
R29.898,Other symptoms and signs involving the musculoskeletal system
R29.9,Unspecified symptoms and signs involving the nervous and musculoskeletal systems
R29.90,Unspecified symptoms and signs involving the nervous system
R29.91,Unspecified symptoms and signs involving the musculoskeletal system
R30,Pain associated with micturition
R30.0,Dysuria
R30.1,Vesical tenesmus
R30.9,"Painful micturition, unspecified"
R31,Hematuria
R31.0,Gross hematuria
R31.9,"Hematuria, unspecified"
R32,Unspecified urinary incontinence
R33,Retention of urine
R33.0,Drug induced retention of urine
R33.8,Other retention of urine
R33.9,"Retention of urine, unspecified"
R34,Anuria and oliguria
R35,Polyuria
R35.0,Frequency of micturition
R35.1,Nocturia
R35.8,Other polyuria
R35.89,Other polyuria
R36,Urethral discharge
R36.0,Urethral discharge without blood
R36.9,"Urethral discharge, unspecified"
R39.0,Extravasation of urine
R39.11,Hesitancy of micturition
R39.12,Poor urinary stream
R39.13,Splitting of urinary stream
R39.14,Feeling of incomplete bladder emptying
R39.15,Urgency of urination
R39.19,Other difficulties with micturition
R39.2,Extrarenal uremia
R39.81,Functional urinary incontinence
R39.82,Chronic bladder pain
R39.89,Other symptoms and signs involving the genitourinary system
R39.9,Unspecified symptoms and signs involving the genitourinary system
R40,"Somnolence, stupor and coma"
R40.0,Somnolence
R40.1,Stupor
R40.2,Coma
R40.20,Unspecified coma
R40.212,"Coma scale, eyes open, to pain"
R40.2121,"Coma scale, eyes open, to pain, in the field [EMT or ambulance]"
R40.221,"Coma scale, best verbal response, none"
R40.222,"Coma scale, best verbal response, incomprehensible words"
R40.224,"Coma scale, best verbal response, confused conversation"
R40.2241,"Coma scale, best verbal response, confused conversation, in the field [EMT or ambulance]"
R40.2243,"Coma scale, best verbal response, confused conversation, at hospital admission"
R40.231,"Coma scale, best motor response, none"
R40.2321,"Coma scale, best motor response, extension, in the field [EMT or ambulance]"
R40.235,"Coma scale, best motor response, localizes pain"
R40.241,Glasgow coma scale score 13-15
R40.2411,"Glasgow coma scale score 13-15, in the field [EMT or ambulance]"
R40.242,Glasgow coma scale score 9-12
R40.2421,"Glasgow coma scale score 9-12, in the field [EMT or ambulance]"
R40.243,Glasgow coma scale score 3-8
R40.2431,"Glasgow coma scale score 3-8, in the field [EMT or ambulance]"
R40.3,Persistent vegetative state
R40.4,Transient alteration of awareness
R41.0,"Disorientation, unspecified"
R41.1,Anterograde amnesia
R41.2,Retrograde amnesia
R41.3,Other amnesia
R41.4,Neurologic neglect syndrome
R41.8,Other symptoms and signs involving cognitive functions and awareness
R41.81,Age-related cognitive decline
R41.82,"Altered mental status, unspecified"
R41.840,Attention and concentration deficit
R41.841,Cognitive communication deficit
R41.842,Visuospatial deficit
R41.843,Psychomotor deficit
R41.89,Other symptoms and signs involving cognitive functions and awareness
R41.9,Unspecified symptoms and signs involving cognitive functions and awareness
R42,Dizziness and giddiness
R43,Disturbances of smell and taste
R43.0,Anosmia
R43.8,Other disturbances of smell and taste
R43.9,Unspecified disturbances of smell and taste
R44,Other symptoms and signs involving general sensations and perceptions
R44.0,Auditory hallucinations
R44.1,Visual hallucinations
R44.2,Other hallucinations
R44.3,"Hallucinations, unspecified"
R44.8,Other symptoms and signs involving general sensations and perceptions
R44.9,Unspecified symptoms and signs involving general sensations and perceptions
R45,Symptoms and signs involving emotional state
R45.0,Nervousness
R45.1,Restlessness and agitation
R45.2,Unhappiness
R45.3,Demoralization and apathy
R45.4,Irritability and anger
R45.5,Hostility
R45.6,Violent behavior
R45.7,"State of emotional shock and stress, unspecified"
R45.8,Other symptoms and signs involving emotional state
R45.81,Low self-esteem
R45.82,Worries
R45.83,"Excessive crying of child, adolescent or adult"
R45.85,Homicidal and suicidal ideations
R45.850,Homicidal ideations
R45.851,Suicidal ideations
R45.86,Emotional lability
R45.87,Impulsiveness
R45.88,Nonsuicidal self-harm
R45.89,Other symptoms and signs involving emotional state
R46,Symptoms and signs involving appearance and behavior
R46.0,Very low level of personal hygiene
R46.1,Bizarre personal appearance
R46.2,Strange and inexplicable behavior
R46.3,Overactivity
R46.4,Slowness and poor responsiveness
R46.5,Suspiciousness and marked evasiveness
R46.6,Undue concern and preoccupation with stressful events
R46.7,Verbosity and circumstantial detail obscuring reason for contact
R46.81,Obsessive-compulsive behavior
R46.89,Other symptoms and signs involving appearance and behavior
R47,"Speech disturbances, not elsewhere classified"
R47.0,Dysphasia and aphasia
R47.01,Aphasia
R47.02,Dysphasia
R47.1,Dysarthria and anarthria
R47.81,Slurred speech
R47.82,Fluency disorder in conditions classified elsewhere
R47.89,Other speech disturbances
R47.9,Unspecified speech disturbances
R48.1,Agnosia
R48.2,Apraxia
R49.0,Dysphonia
R49.1,Aphonia
R50,Fever of other and unknown origin
R50.8,Other specified fever
R50.81,Fever presenting with conditions classified elsewhere
R50.82,Postprocedural fever
R50.83,Postvaccination fever
R50.9,"Fever, unspecified"
R51,Headache
R51.9,"Headache, unspecified"
R52,"Pain, unspecified"
R53,Malaise and fatigue
R53.0,Neoplastic (malignant) related fatigue
R53.1,Weakness
R53.2,Functional quadriplegia
R53.8,Other malaise and fatigue
R53.81,Other malaise
R53.82,"Chronic fatigue, unspecified"
R53.83,Other fatigue
R54,Age-related physical debility
R55,Syncope and collapse
R56,"Convulsions, not elsewhere classified"
R56.0,Febrile convulsions
R56.00,Simple febrile convulsions
R56.01,Complex febrile convulsions
R56.1,Post traumatic seizures
